,Review_text,Noun_Phrases
2666,Battery not over good camera quality so bad mene jesa socha tha iska camera utna acha nai hai. Mene ye phone bus camera ke liye hi liya tha but i am very dissatisfied to camera clearly,"['Battery', 'good camera quality', 'so bad mene jesa socha', 'tha iska camera', 'acha', 'nai hai', 'phone bus camera ke liye', 'tha', 'i', 'camera']"
2667,All in one package. I love it.,"['one package', 'I', 'it']"
2668,Very good phone i just wish if comoany would have increased battery life atleast upto 4000mhz,"['Very good phone', 'i', 'comoany', 'battery life']"
2669,Camera is more than average,['Camera']
2670,Excellent product with gud discount. Thank you amazon 😄👌🏻👍🏻,"['Excellent product', 'gud discount', 'you']"
2671,i like it processor more than any thing its way too fast than any other phone.,"['i', 'it', 'any thing', 'any other phone']"
2672,Loved it.,['it']
2673,Everything about this phone is just brilliant.,"['Everything', 'this phone']"
2674,Great performance as it's price,"['Great performance', ""it's price""]"
2675,"After update battery life becme low and phone is great no lag glitch or bug camera little poor front face and rear one like shadow of light falls in when usng thirdparty camera app
But phone is almost fullfills my need tysm one plus","['update', 'battery life', 'shadow', 'when usng thirdparty camera app', 'phone']"
2676,"Battery Life is good....but there was space for some improvement, it could have been better.","['Battery Life', 'space', 'some improvement', 'it']"
2677,Hang too much.. Not worth expectation.. Could not feel like having 8gb Ram phone... One plus team pls do something for software and battery,"['Not worth expectation', '8gb Ram phone', 'team', 'something', 'software', 'battery']"
2678,Considering my usage for mostly business conference calls voice quality can be better. Otherwise I did not see any issue with the handset..it is the best one I have used and will do in future also.,"['my usage', 'business conference', 'voice quality', 'I', 'any issue', 'the handset', 'it', 'I', 'future']"
2679,"I have liked the product by way of speed and quality.
The options on the Fonts are limited to Two only which do not have great liking for some who would wish to have more clarity and liking. Would prefer more options","['I', 'the product', 'way', 'speed', 'quality', 'The options', 'the Fonts', 'great liking', 'who', 'more clarity', 'liking', 'more options']"
2680,It's ok,['It']
2681,Superb,[]
2682,Best in this budget,['this budget']
2683,"in terms of speed this phone is very good, also in camera department but battery performance is not good.
overall good deal in diwali 2018 purchase.","['terms', 'speed', 'this phone', 'camera department', 'battery performance', 'overall good deal', 'diwali 2018 purchase']"
2684,Nice. Sound could have been better,['Sound']
2685,Good,[]
2686,Awsome phone with great specs,"['Awsome phone', 'great specs']"
2687,It's an fantastic ... 8gb🚀,"['It', 'an fantastic ... 8gb']"
2688,"Yes True Flahship, far far better than previous models.","['Yes True Flahship', 'previous models']"
2689,Nice to operate & well pic quality,[]
2690,"This phone eventually gets slow
Sound is average due to one speaker
Picture quality is slightly above average due to over exposure
Battery life doesn’t last more than 3-4 hours continuous usage
There is nothing extraordinary
Phone is good for daily basis but if you’re thinking of comparing it iPhones then DONT iPhone Se is equally fast in gaming and sometimes faster
Thus, it’s a good phone but not for the price one plus should’ve thought before placing the price tag","['This phone', 'Sound', 'one speaker', 'Picture quality', 'exposure', 'Battery life', 'more than 3-4 hours continuous usage', 'nothing', 'Phone', 'daily basis', 'you', 'it', 'iPhones', 'DONT iPhone Se', 'gaming', 'it', 'a good phone', 'the price', 'one plus', 'the price tag']"
2691,It is good but not best. Good for this price.,"['It', 'this price']"
2692,They should be given full kit like earphone and tempered glass etc .. the phone is easy to handle pretty good,"['They', 'full kit', 'the phone']"
2693,Worth buying,['Worth buying']
2694,Awesome phone nice working,['Awesome phone nice working']
2695,Fantastic,[]
2696,Awesome piece it is,"['Awesome piece', 'it']"
2697,"This is the last one with 3.5mm headphone jack. The phone's performance is amazing. The battery gets charged really quickly. Imo the fingerprint reader at the back seems more convenient than in the front although face unlock work perfectly. A small negative would be the position of the camera. If I do not put a cover on the phone, the camera touches the table and may get scratches over time.","['the last one', '3.5mm headphone jack', ""The phone's performance"", 'The battery', 'the fingerprint reader', 'the back', 'the front', 'unlock work', 'A small negative', 'the position', 'the camera', 'I', 'a cover', 'the phone', 'the camera', 'the table', 'scratches', 'time']"
2698,Awesome,[]
2699,"It's very nice to feel while operat , no more doubt heat while charging.","['It', ', no more doubt heat']"
2700,All rounder phone! Has scored high on all parameters so far! Must buy!,"['All rounder phone', 'all parameters']"
2701,Sometimes an error message showing when calling for which reboot is required,"['an error message', 'which reboot']"
2702,Amazing,[]
2703,i love OP..,"['i', 'OP']"
2704,Ok,[]
2705,phone was lagining with in the one month of purchase also blue tooth connectivity also not good. I won't prefer to my friends.,"['phone', 'the one month', 'purchase', 'also blue tooth connectivity', 'I', 'my friends']"
2706,I am using OnePlus mobile since 2015 my first mobile is 1+3  and now I'm using 1+6...both mobile is great...build quality is awesome... camera quality is just phenomenal...rest all things are super awesome...just loved it....I'm recommend thore are willing to buy this mobile go for it...and grab it...from my rating is 10 out of 10....,"['I', 'my first mobile', 'I', 'both mobile', 'build quality', 'camera quality', 'rest', 'all things', 'it', ""I'm"", 'thore', 'this mobile', 'it', 'it', 'my rating']"
2707,The most recommendable phone in it's price segment. No cons. Superb.,"['The most recommendable phone', ""it's price segment"", 'No cons', 'Superb']"
2708,Value for money...worth the buy...enjoyed the offer during great Indian sale..very gud phone til now...cud have included wireless ear buds & elegant kick stand cover along with tempered glass...👌,"['Value', 'money', 'the offer', 'great Indian sale', 'very gud phone', 'wireless ear buds', 'elegant kick stand cover', 'tempered glass', '👌']"
2709,"If u want , should buy. Dont wait ....",[]
2710,Best Smartphone,['Best Smartphone']
2711,It should have expandable memory slot.,"['It', 'expandable memory slot']"
2712,Best phone,['Best phone']
2713,Cool one,[]
2714,can't get better than this,[]
2715,"(After using it for 5 months) It's really smooth uptill now, like it was on day 1. For me it is the only thing that matters. I hope it stays like this forever 😅","['it', '5 months', 'It', 'really smooth uptill', 'it', 'day', 'me', 'it', 'the only thing', 'I', 'it']"
2716,"Nice camera, value for money","['Nice camera, value', 'money']"
2717,It's one of the awesome phone currently running in the market...,"['It', 'the awesome phone', 'the market']"
2718,Worth it's price...,"['it', 'price']"
2719,Nice phone with excellent dash charger... battery life is good... Camera is too good,"['Nice phone', 'excellent dash charger', 'battery life', 'Camera']"
2720,everything is ok,['everything']
2721,Overall good except the price,['the price']
2722,Mast,[]
2723,Best,[]
2724,"OnePlus is a brand now well renowned in India and their latest offering OnePlus 6 is a beast I will divide the section between pros and cons
Pros: Awesome software experience with minimal but useful customisation and regular updates which will make it better in the coming days.
Ram management is also very good as I bought 8 gb variant it can hold many application in memory for longer period
Display is bright and vivid I didn't bother about quad hd resolution full hd+ works fine for me
Build quality is very good, ultrafast fingerprint scanner and faceunlock
Dash charge is superb
Both front camera and back camera is excellent in good light and medium light condition & back camera video output is excellent and for fun there is a slomo feature @720p 480fps
Google camera. Port is working with out root
Developer develop a lot of custom ROM for this device so it is quite future proof
Cons: the bottomfiring speaker output is below average it is well balanced but lacking in volume
Both front and back camera gives an oil painting effect in human subjects in low light condition
Headphone output is very flat not to my liking
After pie update battery drainage increases a lot hope it will fixed in future update.
Hope the detail review helps, thanks.","['OnePlus', 'a brand', 'India', 'their latest offering', 'OnePlus', 'a beast', 'I', 'the section', 'pros', 'cons', 'Pros', 'Awesome software experience', 'minimal but useful customisation', 'regular updates', 'it', 'the coming days', 'Ram management', 'I', '8 gb variant', 'it', 'many application', 'memory', 'longer period', 'Display', 'I', 'quad hd resolution', 'me', 'Build quality', 'ultrafast fingerprint scanner and faceunlock\nDash charge', 'Both front camera', 'back camera', 'good light and medium light condition', 'back camera video output', 'fun', 'a slomo feature', 'Google camera', 'Port', 'root', 'Developer', 'a lot', 'custom ROM', 'this device', 'it', 'quite future proof', 'Cons', 'the bottomfiring speaker output', 'average', 'it', 'volume', 'Both front and back camera', 'an oil painting effect', 'human subjects', 'low light condition', 'Headphone output', 'my liking', 'pie update battery drainage', 'a lot', 'it', 'future update', 'the detail review']"
2725,"Nice phone with good camera, processing capability, and battery life.","['Nice phone', 'good camera', 'processing capability', 'battery life']"
2726,Better than I phone,['I']
2727,Liked it,['it']
2728,Hell of a phone buddy.. go.for it,"['Hell', 'a phone buddy', 'it']"
2729,Complete flagship mobile.,['Complete flagship mobile']
2730,Hands free mode sound is less. Rest r very good,"['Hands free mode sound', 'Rest']"
2731,Excellent,[]
2732,Lousy sound quality,['Lousy sound quality']
2733,Wow,[]
2734,"I love this device .
Very premium made and too good .
Camera is amazing and have everything u want in a phone.
Sound quality is good
Battery will last u a whole day.
Charging speed is amazing.","['I', 'this device', 'Very premium', 'Camera', 'everything', 'a phone', 'Sound quality', 'good\nBattery', 'speed']"
2735,"Fabulous product, Totally satisfy",['Fabulous product']
